D11 2.867200e+02
D21 0
D31 0
D12 0
D22 1.945550e+02
D32 0
D13 0
D23 0
D33 1.098646e+03
INV_M11 3.487723e-03
INV_M21 0
INV_M31 0
INV_M12 0
INV_M22 2.604214e-03
INV_M32 -1.777267e-04
INV_M13 0
INV_M23 -1.777267e-04
INV_M33 9.223404e-04
R11 -5.321577e+01
R21 -1.007239e+02
R31 2.077430e+02
W11 -5.040000e-02
W21 5.040000e-01
W31 1.800000e-01
CR11 0
CR21 280
CR31 0
CR12 -280
CR22 0
CR32 0
CR13 0
CR23 0
CR33 0
